district,property_type,bedrooms,bathrooms,size_sqm,year_built,has_garage,has_garden,has_swimming_pool,has_security,is_gated_community,distance_to_cbd_km,road_condition,price_usd
Gasabo,Standalone Villa,4,3,107,2015,1,1,0,1,1,6.1,Gravel,324700
Gasabo,Townhouse,3,3,102,2017,1,0,0,1,0,4.5,Tarmac,258900
Gasabo,Apartment,2,1,58,2008,1,1,0,0,0,9.9,Tarmac,218400
Nyarugenge,Bungalow,3,2,90,1994,1,1,0,1,0,7.1,Tarmac,274300
Nyarugenge,Townhouse,4,3,117,2022,1,1,0,0,0,12.3,Gravel,294700
Kicukiro,Apartment,3,3,108,2009,1,0,0,0,0,0.5,Tarmac,241400
Gasabo,Bungalow,3,3,71,2019,0,0,0,0,1,9.3,Tarmac,228200
Kicukiro,Apartment,4,4,129,1997,0,0,0,1,1,3.1,Dirt,192800
Nyarugenge,Apartment,3,2,106,2006,1,0,0,1,0,2.0,Tarmac,274600
Kicukiro,Apartment,4,3,130,1990,1,1,1,0,1,12.9,Gravel,253300
Huye,Bungalow,3,3,124,1992,1,1,0,0,0,0.7,Gravel,148800
Gasabo,Bungalow,3,3,82,2015,0,0,1,0,0,2.1,Dirt,211000
Nyarugenge,Apartment,3,3,104,2020,1,1,0,1,1,1.8,Dirt,251500
Kicukiro,Townhouse,4,4,118,1997,1,0,0,1,0,4.4,Tarmac,260600
Kicukiro,Townhouse,2,1,78,1997,0,0,0,1,1,3.1,Gravel,207300
Nyarugenge,Townhouse,2,1,59,2017,1,1,0,1,0,10.2,Gravel,234100
Nyarugenge,Apartment,5,5,144,1993,0,0,1,0,1,9.6,Tarmac,284400
Huye,Standalone Villa,2,2,79,2005,0,1,0,0,0,3.1,Tarmac,134000
Gasabo,Townhouse,3,3,82,2002,0,1,1,1,0,4.6,Tarmac,250200
Gasabo,Apartment,3,2,68,2009,0,1,0,0,0,1.9,Tarmac,213700
Nyarugenge,Standalone Villa,3,3,82,1994,0,0,0,0,0,8.9,Gravel,289100
Nyarugenge,Townhouse,3,3,99,2009,1,0,0,0,0,4.0,Dirt,230000
Gasabo,Apartment,2,2,80,2013,0,0,0,1,1,1.1,Dirt,200600
Gasabo,Bungalow,3,2,91,2023,0,1,0,1,0,1.1,Tarmac,243000
Gasabo,Apartment,3,2,109,2023,0,0,0,0,1,3.1,Tarmac,240200
Rubavu,Bungalow,3,2,69,2008,0,0,0,1,0,11.0,Gravel,120700
Gasabo,Apartment,2,2,53,2006,0,1,0,0,0,0.5,Tarmac,203000
Kicukiro,Apartment,3,3,85,1994,0,1,0,1,1,2.4,Gravel,212400
Gasabo,Apartment,2,2,58,2014,1,1,0,1,1,1.4,Gravel,215500
Kicukiro,Townhouse,2,1,61,2007,1,1,1,0,0,25.1,Gravel,199400
Gasabo,Townhouse,2,2,70,1997,0,0,0,1,1,9.8,Tarmac,236500
Kicukiro,Apartment,2,2,53,2016,0,0,0,1,0,2.1,Tarmac,189100
Gasabo,Apartment,4,3,122,2004,0,0,0,0,0,1.9,Tarmac,225800
Musanze,Townhouse,2,1,59,2002,0,0,0,0,0,15.6,Tarmac,93200
Gasabo,Standalone Villa,5,5,136,2005,1,1,0,1,1,1.7,Dirt,331100
Kicukiro,Townhouse,5,5,148,2011,1,0,1,0,1,40.0,Tarmac,280500
Rubavu,Apartment,3,3,87,2009,1,1,1,1,0,2.7,Tarmac,160400
Nyarugenge,Townhouse,2,1,57,2002,0,0,1,1,1,0.7,Gravel,289100
Kicukiro,Townhouse,3,2,90,2009,1,0,0,0,1,9.4,Tarmac,234800
Kicukiro,Bungalow,4,4,121,1991,0,1,0,0,0,7.5,Dirt,193400
Kicukiro,Townhouse,3,3,83,2008,1,0,1,1,1,40.0,Tarmac,237500
Nyarugenge,Apartment,2,1,79,1995,1,1,0,0,0,13.0,Dirt,176600
Huye,Apartment,3,2,72,2003,1,1,1,1,0,4.5,Dirt,136400
Nyarugenge,Townhouse,4,4,109,1993,0,1,0,1,1,9.0,Dirt,271300
Nyarugenge,Standalone Villa,4,4,161,2011,0,0,0,1,0,13.6,Tarmac,372700
Nyarugenge,Bungalow,2,2,44,2023,0,1,0,1,0,5.8,Tarmac,244100
Kicukiro,Townhouse,3,3,69,2016,0,0,0,1,0,2.5,Gravel,213300
Gasabo,Standalone Villa,2,1,71,1996,0,1,0,1,1,1.9,Gravel,286500
Nyarugenge,Standalone Villa,2,1,40,1992,1,0,0,1,0,2.8,Gravel,281300
Huye,Standalone Villa,4,3,116,2022,0,0,0,1,0,15.1,Tarmac,157600
Gasabo,Apartment,2,2,92,1991,1,1,0,1,0,3.8,Tarmac,224700
Nyarugenge,Apartment,2,1,40,2005,0,0,0,1,0,2.7,Dirt,174600
Gasabo,Standalone Villa,1,1,40,2014,1,1,0,0,1,13.1,Tarmac,293700
Kicukiro,Apartment,4,4,97,2004,0,0,0,1,0,0.5,Tarmac,234100
Gasabo,Apartment,4,4,133,2013,1,1,0,0,0,7.2,Tarmac,243900
Kicukiro,Apartment,3,3,106,2004,0,1,0,0,0,16.5,Gravel,170700
Musanze,Apartment,4,3,112,2020,0,0,1,0,0,4.2,Tarmac,190300
Kicukiro,Apartment,2,2,70,2003,1,1,0,1,1,2.5,Tarmac,245100
Nyarugenge,Townhouse,3,3,110,2003,0,1,0,0,0,5.4,Tarmac,267800
Musanze,Standalone Villa,3,3,116,1995,0,1,0,1,1,10.1,Tarmac,192500
Rubavu,Standalone Villa,2,2,56,2003,0,0,0,1,0,5.8,Gravel,119600
Gasabo,Townhouse,3,3,55,2006,0,1,0,0,0,0.5,Tarmac,228200
Kicukiro,Bungalow,5,5,137,2007,0,0,1,1,1,0.7,Tarmac,299400
Gasabo,Apartment,1,1,40,2009,0,0,0,1,0,10.2,Gravel,166600
Huye,Standalone Villa,2,2,56,2006,1,0,0,1,0,4.1,Tarmac,141600
Rubavu,Apartment,2,2,57,2005,1,1,0,0,1,12.3,Tarmac,119900
Kicukiro,Standalone Villa,2,2,76,2021,0,1,1,0,1,8.4,Dirt,260900
Musanze,Bungalow,5,4,169,1998,1,0,0,1,0,7.0,Dirt,168400
Kicukiro,Townhouse,3,3,87,2016,0,1,0,0,0,18.5,Tarmac,212700
Nyarugenge,Townhouse,3,3,106,2022,0,1,1,0,0,0.5,Tarmac,331100
Gasabo,Standalone Villa,4,4,125,1999,0,0,1,0,1,1.3,Tarmac,362700
Musanze,Townhouse,2,2,60,2006,1,1,0,1,0,7.8,Dirt,122500
Gasabo,Apartment,3,3,103,2006,0,0,0,0,1,0.5,Gravel,225700
Musanze,Standalone Villa,3,2,91,2007,1,0,0,1,0,8.3,Tarmac,180100
Musanze,Standalone Villa,3,2,120,2012,0,0,0,1,0,33.1,Dirt,122200
Nyarugenge,Apartment,5,5,128,2023,1,1,1,1,0,16.9,Tarmac,282700
Gasabo,Apartment,4,3,112,1997,1,1,0,0,0,7.2,Tarmac,248000
Kicukiro,Townhouse,3,2,88,2002,0,0,0,1,0,18.0,Tarmac,193900
Gasabo,Apartment,4,4,126,2012,1,0,1,0,0,1.0,Tarmac,276400
Kicukiro,Apartment,2,2,79,2009,1,0,0,0,1,4.9,Dirt,179400
Gasabo,Standalone Villa,1,1,40,2011,0,1,0,0,0,4.5,Gravel,238200
Huye,Apartment,2,2,40,2012,0,1,0,0,0,3.3,Tarmac,111000
Nyarugenge,Townhouse,3,2,102,1992,0,1,0,1,1,0.5,Tarmac,286800
Kicukiro,Townhouse,3,2,101,2023,1,1,1,1,1,17.7,Gravel,284700
Kicukiro,Townhouse,3,2,60,2022,1,1,0,1,0,12.0,Tarmac,236500
Kicukiro,Apartment,5,4,149,2006,0,1,0,0,1,8.5,Tarmac,245700
Nyarugenge,Townhouse,3,3,66,2008,0,0,1,1,0,1.1,Gravel,274700
Kicukiro,Bungalow,3,3,80,2019,0,1,1,0,0,3.8,Tarmac,243200
Rubavu,Apartment,2,1,46,2012,0,0,0,1,1,20.7,Tarmac,109700
Kicukiro,Apartment,1,1,42,2004,1,0,0,0,1,7.7,Tarmac,191200
Huye,Bungalow,3,2,91,2003,1,0,0,1,1,7.4,Tarmac,149900
Rubavu,Apartment,3,2,70,1991,0,1,0,1,1,19.5,Gravel,101500
Gasabo,Standalone Villa,4,3,133,2007,0,1,0,0,0,6.6,Tarmac,324900
Huye,Apartment,2,1,40,1995,0,1,0,1,0,7.3,Gravel,86300
Gasabo,Apartment,1,1,40,2021,1,0,0,1,0,3.4,Tarmac,216300
Musanze,Apartment,3,2,77,2010,0,1,0,1,0,3.7,Gravel,130100
Kicukiro,Standalone Villa,2,1,54,2017,0,0,1,1,0,9.3,Tarmac,271400
Rubavu,Townhouse,1,1,40,2016,1,1,0,1,0,3.1,Gravel,108800
Rubavu,Apartment,4,3,127,1991,0,0,0,1,1,6.6,Gravel,130300
Musanze,Townhouse,2,2,80,2022,0,1,0,1,1,2.6,Gravel,154800
Musanze,Standalone Villa,3,2,88,2005,1,1,0,1,0,1.5,Gravel,186000
Kicukiro,Bungalow,2,2,64,2011,0,1,0,1,0,4.8,Tarmac,200000
Gasabo,Bungalow,2,2,53,2002,0,1,0,1,1,2.0,Dirt,202100
Kicukiro,Townhouse,3,3,92,1991,0,1,1,0,0,18.3,Gravel,209300
Gasabo,Bungalow,4,3,126,2003,0,0,0,0,1,2.9,Gravel,264000
Nyarugenge,Townhouse,3,3,88,2017,0,1,1,1,0,7.3,Dirt,249300
Kicukiro,Bungalow,4,4,92,1996,1,0,1,1,0,2.4,Tarmac,268000
Huye,Apartment,2,2,64,2007,0,0,0,0,1,2.4,Tarmac,101100
Nyarugenge,Apartment,4,3,125,1993,1,0,0,1,1,3.5,Gravel,257300
Musanze,Townhouse,2,2,49,2019,0,1,0,0,0,19.8,Dirt,95000
Gasabo,Standalone Villa,3,3,70,2013,0,0,1,1,0,4.0,Tarmac,344400
Rubavu,Townhouse,3,2,112,2009,0,0,0,1,1,13.8,Gravel,136100
Rubavu,Bungalow,5,5,157,2020,0,1,0,1,0,1.8,Gravel,186600
Kicukiro,Apartment,3,2,86,2013,0,1,0,1,1,0.5,Dirt,211000
Nyarugenge,Townhouse,2,2,42,1996,0,0,0,1,0,12.2,Tarmac,219900
Musanze,Apartment,1,1,40,2015,0,1,0,0,0,6.2,Tarmac,108900
Gasabo,Apartment,4,4,139,2002,0,0,1,1,0,5.6,Tarmac,263900
Kicukiro,Standalone Villa,3,3,92,1997,1,1,0,0,0,2.5,Gravel,277500
Kicukiro,Apartment,4,3,111,1994,0,1,0,1,0,0.6,Dirt,200500
Gasabo,Standalone Villa,2,2,67,2002,0,1,0,1,0,5.3,Gravel,260600
Kicukiro,Standalone Villa,3,2,77,2018,0,1,0,1,0,16.2,Dirt,215000
Gasabo,Apartment,1,1,52,2009,0,0,0,1,0,1.0,Gravel,184800
Gasabo,Townhouse,5,5,170,2003,1,0,0,1,0,21.2,Gravel,265200
Gasabo,Townhouse,3,3,83,2021,0,1,0,1,0,2.6,Tarmac,257700
Huye,Apartment,5,4,140,2016,0,0,0,0,1,6.1,Tarmac,168000
Kicukiro,Apartment,2,2,40,2014,0,1,0,0,0,0.6,Tarmac,175900
Huye,Bungalow,3,3,67,1993,1,0,0,1,0,4.4,Tarmac,111600
Kicukiro,Townhouse,3,3,69,2010,0,0,0,1,0,1.1,Tarmac,206600
Kicukiro,Apartment,3,3,92,2007,0,1,0,1,1,0.5,Tarmac,235200
Kicukiro,Apartment,4,4,115,2004,0,0,0,1,0,27.2,Tarmac,188600
Kicukiro,Townhouse,5,4,129,2013,0,0,1,1,0,10.5,Tarmac,286000
Gasabo,Townhouse,4,4,115,1997,0,0,1,1,0,10.2,Tarmac,296600
Nyarugenge,Apartment,4,3,127,2017,1,1,0,1,1,0.8,Gravel,283700
Gasabo,Standalone Villa,2,2,67,2010,1,0,0,1,1,21.2,Gravel,272000
Nyarugenge,Standalone Villa,2,1,40,2005,1,0,0,1,0,5.1,Gravel,297200
Nyarugenge,Townhouse,5,4,148,2005,0,0,0,1,0,15.3,Gravel,269100
Gasabo,Apartment,1,1,40,2006,0,0,0,1,0,0.5,Gravel,159500
Gasabo,Standalone Villa,4,3,133,1998,0,0,0,0,0,2.8,Dirt,263700
Musanze,Apartment,4,4,131,2018,1,1,0,1,1,40.0,Tarmac,146700
Kicukiro,Bungalow,3,2,76,2007,0,1,0,0,0,4.5,Tarmac,215600
Gasabo,Townhouse,5,4,138,2001,1,0,0,0,0,17.5,Tarmac,287600
Huye,Townhouse,3,3,83,2008,0,1,0,1,0,3.2,Gravel,127900
Gasabo,Townhouse,3,3,56,2011,1,1,0,1,0,6.0,Tarmac,261300
Nyarugenge,Standalone Villa,2,2,65,2004,0,0,0,0,0,15.4,Tarmac,317100
Huye,Bungalow,3,3,85,1990,0,0,1,0,1,7.4,Tarmac,151300
Gasabo,Apartment,2,2,74,1991,0,1,0,1,0,10.3,Gravel,182900
Gasabo,Townhouse,3,3,73,1997,1,1,0,1,0,2.1,Gravel,249100
Gasabo,Apartment,4,4,110,2011,0,0,1,0,0,1.4,Tarmac,272800
Kicukiro,Apartment,5,4,127,2014,1,0,0,1,0,2.1,Tarmac,241300
Gasabo,Standalone Villa,2,2,44,1991,1,0,0,0,0,5.4,Dirt,241400
Nyarugenge,Townhouse,3,3,72,1998,1,0,1,1,0,12.9,Gravel,274200
Gasabo,Townhouse,5,4,164,1998,1,1,0,1,0,3.5,Tarmac,321400
Kicukiro,Standalone Villa,2,2,49,2002,1,1,0,1,1,6.7,Dirt,245800
Huye,Standalone Villa,2,2,61,1995,1,1,0,1,0,13.1,Tarmac,144400
Musanze,Bungalow,2,2,54,2019,0,0,0,0,0,2.2,Tarmac,114800
Nyarugenge,Apartment,3,2,70,2004,1,0,0,1,0,17.2,Tarmac,217200
Kicukiro,Townhouse,2,1,57,2004,1,0,0,0,0,24.5,Dirt,146700
Nyarugenge,Townhouse,5,5,158,1996,0,1,0,1,0,0.5,Tarmac,318900
Kicukiro,Standalone Villa,3,2,71,2000,1,1,1,1,0,0.5,Tarmac,328300
Kicukiro,Apartment,3,3,102,1991,0,0,1,0,0,0.8,Dirt,182700
Gasabo,Standalone Villa,2,1,47,1999,0,0,0,1,1,12.0,Gravel,258500
Rubavu,Apartment,3,2,82,2006,0,1,0,0,0,1.7,Gravel,115200
Kicukiro,Apartment,3,2,97,1996,0,1,0,1,0,10.3,Tarmac,187600
Gasabo,Apartment,4,4,110,1993,1,0,0,1,1,4.7,Tarmac,248100
Kicukiro,Apartment,4,4,120,2020,1,0,0,1,0,14.5,Dirt,197700
Kicukiro,Townhouse,3,3,85,2014,1,0,0,1,0,13.2,Gravel,213900
Musanze,Townhouse,5,4,151,2002,1,1,0,0,0,25.7,Gravel,181000
Nyarugenge,Apartment,4,4,84,2007,0,1,0,1,1,2.3,Dirt,263400
Musanze,Standalone Villa,4,3,92,2010,0,1,0,1,0,2.1,Gravel,180200
Gasabo,Standalone Villa,2,1,69,1990,0,1,0,0,0,0.5,Tarmac,270700
Kicukiro,Standalone Villa,1,1,45,1997,1,1,0,0,1,4.2,Tarmac,258200
Kicukiro,Townhouse,2,1,46,2010,0,0,0,1,0,4.9,Tarmac,201200
Gasabo,Standalone Villa,3,2,86,2010,1,0,0,1,1,26.7,Tarmac,312800
Gasabo,Townhouse,3,2,94,2016,1,0,1,1,1,14.2,Dirt,246300
Musanze,Standalone Villa,3,2,100,2008,1,0,0,1,0,1.5,Tarmac,204800
Gasabo,Townhouse,4,3,89,2012,0,1,0,1,1,12.8,Dirt,223100
Kicukiro,Standalone Villa,4,4,106,1994,0,1,1,0,1,1.6,Gravel,314500
Gasabo,Townhouse,5,4,145,1997,1,1,0,1,1,0.6,Dirt,285900
Gasabo,Bungalow,3,3,100,2000,1,0,0,0,0,14.5,Dirt,189100
Gasabo,Townhouse,3,2,127,2005,0,0,0,1,1,29.8,Gravel,217400
Huye,Townhouse,2,1,56,2013,1,0,0,0,0,0.7,Dirt,94100
Musanze,Apartment,2,2,40,2010,1,1,0,1,1,13.5,Gravel,136900
Huye,Bungalow,2,1,66,2012,0,0,0,1,0,15.7,Gravel,91600
Kicukiro,Apartment,3,3,109,1997,0,0,0,1,0,1.0,Gravel,209800
Gasabo,Apartment,3,3,91,1996,0,0,0,0,0,2.7,Gravel,194300
Kicukiro,Apartment,4,4,106,1991,0,1,0,1,0,10.6,Tarmac,212500
Kicukiro,Bungalow,2,1,74,2019,1,1,1,0,0,13.2,Tarmac,216600
Musanze,Bungalow,4,3,129,2002,0,1,0,1,0,3.5,Tarmac,159000
Gasabo,Bungalow,3,2,74,2012,1,1,0,1,0,1.4,Tarmac,251300
Kicukiro,Townhouse,2,2,65,2018,1,1,0,1,0,8.4,Tarmac,206300
Gasabo,Standalone Villa,3,2,104,2009,0,0,0,0,0,9.7,Dirt,257000
Kicukiro,Bungalow,2,1,77,2022,0,0,1,1,0,5.6,Gravel,196300
Nyarugenge,Bungalow,3,3,89,2018,0,1,0,1,1,1.3,Tarmac,279200
Kicukiro,Standalone Villa,3,3,84,2004,0,1,0,1,0,14.9,Gravel,227200
Kicukiro,Apartment,2,2,78,2012,1,0,0,1,0,8.3,Dirt,184900
Kicukiro,Townhouse,2,1,41,1992,1,0,0,1,0,16.3,Gravel,178600
Kicukiro,Bungalow,3,2,96,2018,0,1,0,1,1,21.6,Gravel,196900
Musanze,Bungalow,5,4,129,1997,0,0,0,1,0,13.1,Tarmac,151500
Rubavu,Bungalow,3,3,105,2011,0,1,0,1,0,25.5,Tarmac,103600
Huye,Bungalow,4,3,116,2018,0,0,0,0,0,24.7,Gravel,100300
Musanze,Bungalow,3,3,109,1991,0,0,0,1,1,7.7,Tarmac,156100
Kicukiro,Townhouse,5,5,157,1990,1,0,0,1,0,10.4,Tarmac,268600
Nyarugenge,Townhouse,4,3,101,2009,0,1,0,1,1,9.6,Dirt,261200
Kicukiro,Apartment,3,3,111,2010,1,1,0,0,0,7.8,Gravel,224600
Gasabo,Townhouse,3,2,113,1997,0,0,0,0,1,0.5,Tarmac,256600
Musanze,Standalone Villa,4,4,133,2016,1,1,0,1,0,3.5,Tarmac,233500
Gasabo,Bungalow,3,2,78,1995,1,0,0,1,0,0.8,Tarmac,255200
Rubavu,Standalone Villa,3,3,85,2008,0,0,0,1,0,2.9,Tarmac,167000
Kicukiro,Apartment,1,1,40,2007,0,1,0,0,1,0.6,Gravel,171900
Nyarugenge,Apartment,4,4,109,1990,1,0,0,0,0,20.2,Tarmac,240400
Nyarugenge,Townhouse,4,4,145,2014,1,1,0,1,0,4.8,Gravel,310100
Rubavu,Standalone Villa,2,1,62,2016,1,1,0,1,1,1.7,Gravel,185300
Nyarugenge,Apartment,3,3,49,1996,1,1,0,0,0,7.0,Gravel,218100
Nyarugenge,Apartment,3,2,95,2018,0,1,0,0,0,1.7,Gravel,223600
Gasabo,Standalone Villa,2,1,54,2020,1,1,0,1,0,13.1,Tarmac,301000
Kicukiro,Apartment,5,5,148,2008,1,0,0,0,0,2.9,Gravel,232000
Gasabo,Apartment,2,2,54,1995,1,0,0,1,0,3.0,Gravel,197400
Nyarugenge,Standalone Villa,2,1,72,2014,1,0,0,0,1,16.3,Gravel,300900
Kicukiro,Standalone Villa,3,2,106,2020,1,1,0,1,0,6.6,Tarmac,304600
Nyarugenge,Standalone Villa,4,3,124,1998,1,0,0,0,1,17.5,Tarmac,356700
Gasabo,Apartment,1,1,40,2009,1,0,0,1,0,4.3,Tarmac,206900
Gasabo,Bungalow,3,2,89,1999,1,1,0,0,0,3.4,Gravel,229800
Nyarugenge,Standalone Villa,3,3,90,2016,0,1,0,0,0,5.6,Gravel,324300
Gasabo,Apartment,2,1,47,2002,1,1,0,0,1,0.5,Gravel,205900
Gasabo,Apartment,2,1,68,1991,1,1,1,1,0,1.3,Gravel,209800
Gasabo,Apartment,3,3,96,2010,0,0,0,1,1,2.0,Tarmac,240500
Huye,Apartment,2,2,83,2022,0,1,0,0,1,13.6,Dirt,105400
Nyarugenge,Apartment,5,5,168,2013,1,0,0,0,0,10.6,Tarmac,289400
Kicukiro,Townhouse,4,4,109,2023,1,0,0,1,0,1.7,Tarmac,266400
Gasabo,Townhouse,5,4,162,1998,0,1,0,1,0,2.6,Gravel,283500
Kicukiro,Standalone Villa,2,2,45,1991,1,1,1,1,1,23.1,Tarmac,278800
Musanze,Townhouse,5,5,160,2019,1,1,0,1,0,0.7,Tarmac,227400
Nyarugenge,Apartment,3,3,82,2011,0,1,1,0,1,6.3,Gravel,242100
Gasabo,Bungalow,3,2,74,2000,0,1,0,0,0,5.9,Dirt,192000
Gasabo,Apartment,2,1,64,2006,1,0,0,0,1,10.3,Tarmac,218000
Gasabo,Townhouse,2,2,40,2002,1,1,0,1,0,2.4,Tarmac,265700
Nyarugenge,Apartment,3,3,63,1996,0,1,1,1,0,21.8,Tarmac,226900
Musanze,Bungalow,3,2,87,2005,0,1,0,0,1,4.2,Dirt,131400
Gasabo,Standalone Villa,2,1,61,2022,0,0,0,0,1,2.7,Tarmac,307600
Gasabo,Apartment,3,3,84,1990,1,0,0,1,0,3.3,Tarmac,227600
Gasabo,Townhouse,2,2,40,2000,0,1,0,0,0,3.4,Tarmac,241100
Huye,Apartment,3,3,77,1995,0,0,0,0,0,1.8,Tarmac,106200
Gasabo,Townhouse,3,3,95,2009,0,1,0,1,0,21.1,Tarmac,234300
Musanze,Townhouse,4,4,128,2015,1,0,1,0,0,1.5,Tarmac,210900
Nyarugenge,Apartment,4,3,119,2001,0,0,0,0,0,17.2,Tarmac,246900
Kicukiro,Standalone Villa,3,3,107,2019,0,1,0,1,1,4.2,Tarmac,319500
Gasabo,Apartment,3,2,95,2017,1,0,0,1,0,2.5,Dirt,221300
Gasabo,Townhouse,3,3,78,2016,0,1,0,1,0,1.8,Dirt,252100
Nyarugenge,Apartment,4,3,115,2008,0,0,1,0,0,5.6,Tarmac,268100
Musanze,Standalone Villa,3,2,68,1994,1,0,0,1,0,8.9,Gravel,171800
Nyarugenge,Bungalow,2,2,58,1994,0,0,0,1,0,18.3,Gravel,184400
Kicukiro,Apartment,2,2,76,2016,1,1,0,0,0,8.5,Tarmac,191600
Gasabo,Bungalow,3,2,100,2017,0,0,0,1,0,5.3,Tarmac,219800
Huye,Townhouse,3,3,111,2015,0,1,1,1,1,0.5,Gravel,207200
Musanze,Apartment,4,4,115,2016,1,1,0,1,1,19.8,Tarmac,181800
Gasabo,Standalone Villa,2,2,80,2010,0,1,0,1,0,18.6,Gravel,257200
Huye,Townhouse,3,2,87,1990,1,1,0,1,0,3.8,Tarmac,145000
Nyarugenge,Standalone Villa,4,4,142,2017,0,0,0,1,1,0.5,Tarmac,375000
Nyarugenge,Apartment,4,3,119,2004,0,0,0,1,0,10.6,Gravel,229900
Nyarugenge,Apartment,3,3,100,2006,1,1,0,0,1,12.5,Gravel,235400
Musanze,Townhouse,3,2,112,2015,0,0,1,1,1,6.3,Dirt,191200
Nyarugenge,Townhouse,3,3,87,2009,0,1,1,0,1,4.1,Gravel,311100
Gasabo,Standalone Villa,5,4,153,2014,0,1,0,0,0,15.2,Tarmac,347400
Kicukiro,Apartment,2,2,79,2002,0,0,0,1,1,1.7,Gravel,201800
Rubavu,Townhouse,5,4,148,2022,1,1,0,1,1,4.6,Gravel,204200
Gasabo,Bungalow,3,2,70,2014,1,1,0,0,1,0.5,Gravel,250400
Kicukiro,Apartment,3,3,122,1997,1,0,0,1,0,1.4,Tarmac,212500
Kicukiro,Apartment,1,1,40,1994,1,1,0,0,1,22.6,Tarmac,145600
Kicukiro,Bungalow,3,3,92,1995,0,0,0,1,0,6.9,Dirt,172300
Nyarugenge,Townhouse,3,3,107,2012,0,1,0,0,0,13.1,Dirt,231000
Huye,Townhouse,2,1,50,2019,1,1,0,1,0,5.3,Tarmac,131000
Gasabo,Bungalow,3,3,74,2003,0,1,0,1,1,14.4,Tarmac,219800
Gasabo,Townhouse,5,5,153,2012,0,1,1,1,1,6.2,Gravel,307300
Gasabo,Apartment,3,2,63,2000,1,1,0,0,1,0.5,Tarmac,237300
Rubavu,Townhouse,4,4,115,2020,0,1,0,1,0,18.4,Tarmac,143500
Nyarugenge,Townhouse,2,2,63,1995,0,1,0,1,0,1.3,Gravel,246500
Gasabo,Bungalow,3,3,85,2000,1,1,0,1,1,4.8,Gravel,234600
Musanze,Apartment,2,1,40,2002,1,1,0,1,0,5.2,Tarmac,142000
Rubavu,Standalone Villa,3,2,113,2001,0,1,0,1,1,0.5,Gravel,189600
Musanze,Townhouse,5,4,151,1991,0,1,0,0,0,0.5,Gravel,181900
Rubavu,Apartment,3,3,111,2006,1,1,0,0,1,11.5,Gravel,134400
Gasabo,Standalone Villa,2,1,56,2017,1,1,0,1,1,2.9,Tarmac,311800
Musanze,Bungalow,3,3,76,2017,1,0,0,1,0,4.2,Tarmac,152600
Kicukiro,Standalone Villa,3,3,94,2011,0,1,0,1,0,6.6,Tarmac,283100
Musanze,Townhouse,3,3,86,1996,0,1,0,1,0,3.7,Tarmac,137700
Nyarugenge,Bungalow,4,4,102,2004,0,1,0,0,1,11.9,Tarmac,285500
Musanze,Apartment,4,4,142,2021,0,0,0,0,1,17.3,Tarmac,151500
Nyarugenge,Bungalow,3,3,80,2000,0,1,1,1,1,0.5,Tarmac,302200
Gasabo,Townhouse,3,3,62,2013,0,0,0,1,0,8.1,Tarmac,245500
Kicukiro,Standalone Villa,2,2,79,1992,0,0,0,1,1,3.1,Tarmac,262900
Huye,Standalone Villa,2,1,52,2019,1,1,0,0,0,7.0,Tarmac,137400
Huye,Bungalow,3,3,80,1995,1,1,0,0,0,5.3,Gravel,107400
Gasabo,Apartment,3,2,63,1991,0,0,0,0,1,3.2,Tarmac,220300
Gasabo,Apartment,3,3,116,2003,0,1,0,1,0,0.8,Tarmac,241100
Gasabo,Apartment,3,2,70,2007,0,0,0,1,0,6.6,Tarmac,208800
Nyarugenge,Apartment,2,2,60,2020,0,0,0,1,0,1.0,Gravel,205700
Musanze,Standalone Villa,3,3,103,2002,0,0,0,1,0,1.4,Tarmac,201500
Gasabo,Bungalow,2,2,66,2015,0,1,0,1,0,32.2,Dirt,141700
Kicukiro,Bungalow,2,1,59,2001,1,0,0,1,0,3.0,Gravel,170200
Musanze,Apartment,4,3,94,2007,1,0,1,1,1,7.0,Tarmac,186600
Nyarugenge,Standalone Villa,1,1,40,1998,1,1,0,1,0,2.5,Tarmac,298800
Kicukiro,Townhouse,3,3,92,2010,1,0,0,1,0,16.1,Gravel,204300
Nyarugenge,Apartment,2,1,48,2013,1,1,0,1,0,2.7,Tarmac,226900
Kicukiro,Townhouse,4,3,123,2023,1,1,0,0,1,3.7,Tarmac,290900
Gasabo,Bungalow,3,3,100,1997,1,1,0,1,0,7.5,Tarmac,250900
Nyarugenge,Bungalow,2,2,74,2022,0,0,0,0,1,16.3,Dirt,196500
Nyarugenge,Standalone Villa,3,3,71,2012,1,1,0,0,0,13.6,Tarmac,345600
Rubavu,Standalone Villa,4,3,152,2002,0,1,0,0,0,2.5,Tarmac,185700
Nyarugenge,Apartment,5,5,161,2003,1,0,0,1,0,14.2,Tarmac,285800
Musanze,Standalone Villa,2,1,59,2003,1,0,0,1,0,9.7,Gravel,134400
Gasabo,Standalone Villa,4,4,136,2005,1,0,0,0,1,36.7,Gravel,282400
Kicukiro,Bungalow,5,5,185,2015,0,0,0,0,0,21.9,Tarmac,240900
Gasabo,Bungalow,5,5,128,2015,0,1,0,1,0,6.1,Gravel,253300
Gasabo,Bungalow,3,2,86,1990,1,1,0,1,0,11.1,Tarmac,245100
Nyarugenge,Bungalow,3,2,54,2021,1,0,0,1,0,6.8,Gravel,230300
Huye,Apartment,3,3,92,2004,0,0,0,1,1,7.2,Tarmac,138300
